,No,year,month,day,hour,pm2.5,DEWP,TEMP,PRES,cbwd,Iws,Is,Ir
347,372,2010,1,16,11,120.0,-13,-6.0,1034.0,3,0.89,0,0
348,373,2010,1,16,12,148.0,-13,-5.0,1033.0,0,1.79,0,0
349,374,2010,1,16,13,127.0,-12,-4.0,1031.0,3,0.89,0,0
350,375,2010,1,16,14,128.0,-12,-3.0,1031.0,3,1.78,0,0
351,376,2010,1,16,15,140.0,-12,-3.0,1030.0,3,2.67,0,0
352,377,2010,1,16,16,148.0,-11,-3.0,1030.0,3,3.56,0,0
353,378,2010,1,16,17,150.0,-11,-4.0,1031.0,1,0.89,0,0
354,379,2010,1,16,18,154.0,-12,-7.0,1031.0,3,0.89,0,0
355,380,2010,1,16,19,197.0,-12,-7.0,1032.0,3,1.78,0,0
356,381,2010,1,16,20,235.0,-12,-8.0,1032.0,3,2.23,0,0
357,382,2010,1,16,21,261.0,-12,-9.0,1032.0,3,3.12,0,0
358,383,2010,1,16,22,269.0,-13,-11.0,1032.0,0,0.89,0,0
359,384,2010,1,16,23,266.0,-14,-11.0,1032.0,0,2.68,0,0
360,385,2010,1,17,0,263.0,-15,-12.0,1032.0,0,5.81,0,0
361,386,2010,1,17,1,241.0,-14,-11.0,1032.0,3,0.45,0,0
362,387,2010,1,17,2,205.0,-14,-11.0,1031.0,3,1.34,0,0
363,388,2010,1,17,3,160.0,-14,-12.0,1031.0,0,1.79,0,0
364,389,2010,1,17,4,150.0,-14,-12.0,1031.0,0,3.58,0,0
365,390,2010,1,17,5,148.0,-14,-10.0,1030.0,0,6.71,0,0
366,391,2010,1,17,6,208.0,-14,-11.0,1030.0,0,9.84,0,0
367,392,2010,1,17,7,209.0,-15,-10.0,1030.0,0,11.63,0,0
368,393,2010,1,17,8,183.0,-13,-10.0,1030.0,0,14.76,0,0
369,394,2010,1,17,9,161.0,-13,-8.0,1030.0,0,17.89,0,0
370,395,2010,1,17,10,182.0,-12,-6.0,1030.0,3,0.45,0,0
371,396,2010,1,17,11,230.0,-11,-5.0,1030.0,3,1.34,0,0
372,397,2010,1,17,12,170.0,-11,-4.0,1029.0,3,2.23,0,0
373,398,2010,1,17,13,172.0,-11,-3.0,1028.0,3,3.12,0,0
374,399,2010,1,17,14,154.0,-10,-1.0,1027.0,3,4.01,0,0
375,400,2010,1,17,15,166.0,-11,-1.0,1027.0,3,4.46,0,0
376,401,2010,1,17,16,177.0,-10,-1.0,1026.0,2,0.89,0,0
377,402,2010,1,17,17,191.0,-10,-3.0,1026.0,2,1.78,0,0
378,403,2010,1,17,18,212.0,-10,-5.0,1027.0,2,2.67,0,0
379,404,2010,1,17,19,250.0,-10,-6.0,1027.0,1,0.89,0,0
380,405,2010,1,17,20,268.0,-11,-7.0,1027.0,3,0.45,0,0
381,406,2010,1,17,21,317.0,-10,-7.0,1027.0,3,0.9,0,0
382,407,2010,1,17,22,291.0,-11,-9.0,1027.0,3,1.35,0,0
383,408,2010,1,17,23,313.0,-12,-9.0,1027.0,1,0.89,0,0
384,409,2010,1,18,0,282.0,-12,-10.0,1028.0,3,0.89,0,0
385,410,2010,1,18,1,282.0,-13,-11.0,1028.0,0,3.13,0,0
386,411,2010,1,18,2,303.0,-11,-9.0,1028.0,0,4.92,0,0
387,412,2010,1,18,3,349.0,-13,-10.0,1028.0,0,6.71,0,0
388,413,2010,1,18,4,407.0,-13,-11.0,1028.0,0,7.6,0,0
389,414,2010,1,18,5,361.0,-13,-11.0,1027.0,1,1.79,0,0
390,415,2010,1,18,6,234.0,-14,-11.0,1028.0,0,0.89,0,0
391,416,2010,1,18,7,149.0,-14,-11.0,1028.0,0,4.02,0,0
392,417,2010,1,18,8,147.0,-14,-11.0,1028.0,0,5.81,0,0
393,418,2010,1,18,9,184.0,-11,-6.0,1028.0,0,9.83,0,0
394,419,2010,1,18,10,161.0,-10,-5.0,1028.0,0,11.62,0,0
395,420,2010,1,18,11,137.0,-9,-3.0,1028.0,0,13.41,0,0
396,421,2010,1,18,12,146.0,-8,-1.0,1027.0,0,15.2,0,0
397,422,2010,1,18,13,144.0,-9,0.0,1026.0,0,16.99,0,0
398,423,2010,1,18,14,154.0,-9,1.0,1025.0,1,1.79,0,0
399,424,2010,1,18,15,173.0,-9,1.0,1025.0,3,0.89,0,0
400,425,2010,1,18,16,188.0,-8,1.0,1025.0,2,0.89,0,0
401,426,2010,1,18,17,203.0,-7,-1.0,1025.0,2,2.68,0,0
402,427,2010,1,18,18,233.0,-7,-2.0,1025.0,3,0.89,0,0
403,428,2010,1,18,19,408.0,-7,-3.0,1025.0,2,0.89,0,0
404,429,2010,1,18,20,435.0,-5,-2.0,1026.0,3,0.89,0,0
405,430,2010,1,18,21,403.0,-5,-1.0,1026.0,0,1.79,0,0
406,431,2010,1,18,22,360.0,-5,-1.0,1026.0,0,3.58,0,0
407,432,2010,1,18,23,402.0,-6,-1.0,1026.0,3,0.89,0,0
408,433,2010,1,19,0,358.0,-4,-1.0,1025.0,0,1.79,0,0
409,434,2010,1,19,1,383.0,-5,-1.0,1024.0,0,4.92,0,0
410,435,2010,1,19,2,332.0,-5,-1.0,1024.0,0,6.71,0,0
411,436,2010,1,19,3,274.0,-5,-1.0,1023.0,0,8.5,0,0
412,437,2010,1,19,4,256.0,-4,-1.0,1022.0,0,10.29,0,0
413,438,2010,1,19,5,302.0,-4,-1.0,1021.0,0,11.18,0,0
414,439,2010,1,19,6,330.0,-4,-1.0,1021.0,0,12.07,0,0
415,440,2010,1,19,7,367.0,-4,-1.0,1021.0,0,13.86,0,0
416,441,2010,1,19,8,297.0,-4,0.0,1021.0,3,0.89,0,0
417,442,2010,1,19,9,331.0,-4,0.0,1021.0,0,1.79,0,0
418,443,2010,1,19,10,323.0,-4,0.0,1021.0,3,0.89,0,0
419,444,2010,1,19,11,339.0,-5,1.0,1021.0,0,1.79,0,0
420,445,2010,1,19,12,301.0,-5,1.0,1020.0,3,0.89,0,0
421,446,2010,1,19,13,310.0,-4,1.0,1019.0,3,1.34,0,0
422,447,2010,1,19,14,305.0,-4,1.0,1018.0,1,0.89,0,0
423,448,2010,1,19,15,313.0,-3,2.0,1018.0,3,0.45,0,0
424,449,2010,1,19,16,336.0,-3,2.0,1018.0,3,1.34,0,0
425,450,2010,1,19,17,357.0,-2,2.0,1018.0,1,0.89,0,0
426,451,2010,1,19,18,485.0,-3,1.0,1018.0,3,0.89,0,0
427,452,2010,1,19,19,426.0,-3,2.0,1020.0,0,1.79,0,0
428,453,2010,1,19,20,403.0,-3,1.0,1020.0,0,4.92,0,0
429,454,2010,1,19,21,374.0,-3,0.0,1021.0,0,6.71,0,0
430,455,2010,1,19,22,333.0,-3,0.0,1021.0,0,8.5,0,0
431,456,2010,1,19,23,343.0,-3,1.0,1020.0,0,11.63,0,0
432,457,2010,1,20,0,364.0,-2,0.0,1021.0,0,14.76,0,0
433,458,2010,1,20,1,389.0,-2,-1.0,1022.0,0,16.55,0,0
434,459,2010,1,20,2,368.0,-4,-2.0,1022.0,0,19.68,0,0
435,460,2010,1,20,3,267.0,-2,-1.0,1023.0,0,25.49,0,0
436,461,2010,1,20,4,71.0,-3,1.0,1023.0,0,28.62,0,0
437,462,2010,1,20,5,81.0,-3,0.0,1024.0,0,31.75,0,0
438,463,2010,1,20,6,51.0,-5,2.0,1026.0,0,36.67,0,0
439,464,2010,1,20,7,49.0,-9,1.0,1027.0,0,41.59,0,0
440,465,2010,1,20,8,44.0,-10,0.0,1028.0,0,48.74,0,0
441,466,2010,1,20,9,45.0,-10,0.0,1030.0,0,55.89,0,0
442,467,2010,1,20,10,35.0,-11,1.0,1032.0,0,63.04,0,0
443,468,2010,1,20,11,29.0,-13,0.0,1033.0,0,71.09,0,0
444,469,2010,1,20,12,27.0,-13,0.0,1033.0,0,78.24,0,0
445,470,2010,1,20,13,29.0,-13,-1.0,1033.0,1,8.05,0,0
446,471,2010,1,20,14,16.0,-13,-1.0,1032.0,0,7.15,0,0
447,472,2010,1,20,15,23.0,-15,-1.0,1032.0,1,5.81,0,0
448,473,2010,1,20,16,28.0,-14,-1.0,1033.0,0,5.81,0,0
449,474,2010,1,20,17,22.0,-15,-2.0,1033.0,0,12.96,0,0
450,475,2010,1,20,18,11.0,-16,-3.0,1034.0,0,21.01,0,0
451,476,2010,1,20,19,25.0,-17,-4.0,1035.0,0,28.16,0,0
452,477,2010,1,20,20,16.0,-19,-3.0,1036.0,0,37.99,0,0
453,478,2010,1,20,21,20.0,-18,-4.0,1037.0,0,46.93,0,0
454,479,2010,1,20,22,20.0,-19,-4.0,1038.0,0,55.87,0,0
455,480,2010,1,20,23,18.0,-19,-5.0,1038.0,0,65.7,0,0
456,481,2010,1,21,0,18.0,-20,-6.0,1038.0,0,75.53,0,0
457,482,2010,1,21,1,17.0,-20,-6.0,1038.0,0,85.36,0,0
458,483,2010,1,21,2,17.0,-20,-7.0,1038.0,0,95.19,0,0
459,484,2010,1,21,3,17.0,-22,-8.0,1038.0,0,103.24,0,0
460,485,2010,1,21,4,15.0,-23,-8.0,1038.0,0,111.29,0,0
461,486,2010,1,21,5,19.0,-24,-9.0,1038.0,0,118.44,0,0
462,487,2010,1,21,6,16.0,-24,-9.0,1038.0,0,128.27,0,0
463,488,2010,1,21,7,18.0,-25,-9.0,1038.0,0,138.1,0,0
464,489,2010,1,21,8,18.0,-25,-8.0,1039.0,0,147.04,0,0
465,490,2010,1,21,9,18.0,-25,-8.0,1039.0,0,155.98,0,0
466,491,2010,1,21,10,26.0,-22,-7.0,1039.0,0,160.9,0,0
467,492,2010,1,21,11,26.0,-22,-7.0,1038.0,1,3.13,0,0
468,493,2010,1,21,12,25.0,-22,-5.0,1037.0,0,4.02,0,0
469,494,2010,1,21,13,24.0,-21,-5.0,1035.0,1,3.13,0,0
470,495,2010,1,21,14,15.0,-21,-4.0,1034.0,2,1.79,0,0
471,496,2010,1,21,15,17.0,-20,-3.0,1034.0,1,1.79,0,0
472,497,2010,1,21,16,15.0,-21,-2.0,1033.0,0,4.92,0,0
473,498,2010,1,21,17,21.0,-20,-2.0,1033.0,0,10.73,0,0
474,499,2010,1,21,18,40.0,-20,-2.0,1034.0,0,15.65,0,0
475,500,2010,1,21,19,51.0,-19,-3.0,1034.0,0,21.46,0,0
476,501,2010,1,21,20,45.0,-19,-3.0,1035.0,0,25.48,0,0
477,502,2010,1,21,21,61.0,-17,-8.0,1035.0,1,0.89,0,0
478,503,2010,1,21,22,72.0,-18,-9.0,1035.0,0,1.79,0,0
479,504,2010,1,21,23,38.0,-18,-9.0,1035.0,0,3.58,0,0
480,505,2010,1,22,0,35.0,-18,-6.0,1036.0,0,7.6,0,0
481,506,2010,1,22,1,29.0,-20,-4.0,1037.0,0,17.43,0,0
482,507,2010,1,22,2,26.0,-21,-5.0,1037.0,0,27.26,0,0
483,508,2010,1,22,3,18.0,-21,-6.0,1037.0,0,35.31,0,0
484,509,2010,1,22,4,15.0,-20,-7.0,1036.0,0,42.46,0,0
485,510,2010,1,22,5,15.0,-20,-7.0,1035.0,0,48.27,0,0
486,511,2010,1,22,6,22.0,-20,-7.0,1035.0,0,54.08,0,0
487,512,2010,1,22,7,21.0,-20,-7.0,1036.0,0,59.0,0,0
488,513,2010,1,22,8,19.0,-19,-7.0,1036.0,0,63.92,0,0
489,514,2010,1,22,9,22.0,-20,-5.0,1036.0,0,67.94,0,0
490,515,2010,1,22,10,25.0,-19,-4.0,1036.0,0,75.09,0,0
491,516,2010,1,22,11,22.0,-19,-4.0,1036.0,0,84.03,0,0
492,517,2010,1,22,12,26.0,-19,-3.0,1035.0,0,95.21,0,0
493,518,2010,1,22,13,32.0,-18,-3.0,1034.0,0,105.04,0,0
494,519,2010,1,22,14,30.0,-19,-2.0,1033.0,0,114.87,0,0
495,520,2010,1,22,15,32.0,-18,-2.0,1032.0,0,124.7,0,0
496,521,2010,1,22,16,30.0,-18,-2.0,1032.0,0,133.64,0,0
497,522,2010,1,22,17,32.0,-18,-2.0,1032.0,0,139.45,0,0
498,523,2010,1,22,18,37.0,-18,-3.0,1032.0,0,144.37,0,0
499,524,2010,1,22,19,49.0,-17,-5.0,1033.0,0,149.29,0,0
500,525,2010,1,22,20,47.0,-18,-4.0,1033.0,0,153.31,0,0
501,526,2010,1,22,21,39.0,-17,-4.0,1032.0,0,159.12,0,0
502,527,2010,1,22,22,35.0,-17,-4.0,1032.0,0,164.04,0,0
503,528,2010,1,22,23,48.0,-17,-7.0,1032.0,0,168.06,0,0
504,529,2010,1,23,0,49.0,-17,-4.0,1033.0,0,172.08,0,0
505,530,2010,1,23,1,24.0,-17,-8.0,1033.0,3,0.89,0,0
506,531,2010,1,23,2,23.0,-17,-5.0,1032.0,0,4.92,0,0
507,532,2010,1,23,3,20.0,-18,-6.0,1032.0,0,8.05,0,0
508,533,2010,1,23,4,19.0,-18,-5.0,1031.0,0,12.97,0,0
509,534,2010,1,23,5,16.0,-18,-6.0,1031.0,0,16.1,0,0
510,535,2010,1,23,6,22.0,-18,-7.0,1031.0,0,20.12,0,0
511,536,2010,1,23,7,24.0,-18,-7.0,1031.0,0,24.14,0,0
512,537,2010,1,23,8,24.0,-18,-6.0,1031.0,0,25.93,0,0
513,538,2010,1,23,9,41.0,-18,-2.0,1031.0,0,30.85,0,0
514,539,2010,1,23,10,23.0,-17,-1.0,1031.0,0,38.9,0,0
515,540,2010,1,23,11,19.0,-17,0.0,1030.0,0,46.95,0,0
516,541,2010,1,23,12,15.0,-19,1.0,1029.0,0,55.0,0,0
517,542,2010,1,23,13,19.0,-20,2.0,1027.0,0,63.05,0,0
518,543,2010,1,23,14,17.0,-19,2.0,1025.0,0,71.1,0,0
519,544,2010,1,23,15,17.0,-19,3.0,1024.0,0,79.15,0,0
520,545,2010,1,23,16,22.0,-19,3.0,1024.0,0,86.3,0,0
521,613,2010,1,26,12,88.0,-15,-1.0,1025.0,2,1.79,0,0
522,614,2010,1,26,13,85.0,-18,0.0,1024.0,2,3.58,0,0
523,615,2010,1,26,14,90.0,-19,1.0,1023.0,3,0.89,0,0
524,616,2010,1,26,15,127.0,-18,2.0,1021.0,2,1.79,0,0
525,617,2010,1,26,16,144.0,-17,1.0,1021.0,2,4.92,0,0
526,618,2010,1,26,17,203.0,-14,-1.0,1021.0,2,5.81,0,0
527,619,2010,1,26,18,199.0,-13,-3.0,1021.0,2,6.7,0,0
528,620,2010,1,26,19,231.0,-13,-3.0,1021.0,3,0.89,0,0
529,621,2010,1,26,20,274.0,-11,-5.0,1020.0,1,0.89,0,0
530,622,2010,1,26,21,340.0,-13,-6.0,1020.0,0,1.79,0,0
531,623,2010,1,26,22,298.0,-11,-5.0,1020.0,3,0.89,0,0
532,624,2010,1,26,23,268.0,-11,-4.0,1019.0,0,1.79,0,0
533,625,2010,1,27,0,299.0,-11,-4.0,1019.0,0,3.58,0,0
534,626,2010,1,27,1,300.0,-12,-3.0,1018.0,0,5.37,0,0
535,627,2010,1,27,2,240.0,-11,-4.0,1017.0,0,7.16,0,0
536,628,2010,1,27,3,213.0,-11,-4.0,1016.0,0,10.29,0,0
537,629,2010,1,27,4,171.0,-12,-3.0,1016.0,0,12.08,0,0
538,630,2010,1,27,5,153.0,-11,-4.0,1016.0,0,15.21,0,0
539,631,2010,1,27,6,153.0,-11,-5.0,1015.0,0,17.0,0,0
540,632,2010,1,27,7,140.0,-11,-4.0,1015.0,0,18.79,0,0
541,633,2010,1,27,8,147.0,-11,-3.0,1015.0,1,3.13,0,0
542,634,2010,1,27,9,158.0,-10,-1.0,1015.0,1,6.26,0,0
543,635,2010,1,27,10,153.0,-9,1.0,1015.0,1,9.39,0,0
544,636,2010,1,27,11,154.0,-9,3.0,1015.0,0,1.79,0,0
545,637,2010,1,27,12,143.0,-9,4.0,1014.0,0,4.92,0,0
546,638,2010,1,27,13,90.0,-9,6.0,1013.0,0,8.05,0,0
547,639,2010,1,27,14,55.0,-13,8.0,1012.0,0,16.1,0,0
548,640,2010,1,27,15,52.0,-14,8.0,1013.0,0,24.15,0,0
549,641,2010,1,27,16,41.0,-14,7.0,1014.0,0,32.2,0,0
550,642,2010,1,27,17,29.0,-13,7.0,1015.0,0,39.35,0,0
551,643,2010,1,27,18,37.0,-13,5.0,1016.0,0,47.4,0,0
552,644,2010,1,27,19,49.0,-12,4.0,1018.0,0,52.32,0,0
553,645,2010,1,27,20,56.0,-13,3.0,1019.0,0,56.34,0,0
554,646,2010,1,27,21,38.0,-14,3.0,1020.0,0,62.15,0,0
555,647,2010,1,27,22,37.0,-14,3.0,1021.0,0,67.96,0,0
556,648,2010,1,27,23,28.0,-14,0.0,1022.0,0,71.98,0,0
557,649,2010,1,28,0,20.0,-13,-1.0,1023.0,0,76.9,0,0
558,650,2010,1,28,1,22.0,-15,-1.0,1023.0,1,7.15,0,0
559,651,2010,1,28,2,27.0,-15,-1.0,1024.0,1,12.07,0,0
560,652,2010,1,28,3,34.0,-15,-2.0,1025.0,1,16.09,0,0
561,653,2010,1,28,4,27.0,-15,-2.0,1025.0,1,21.01,0,0
562,654,2010,1,28,5,32.0,-15,-3.0,1025.0,1,25.03,0,0
563,655,2010,1,28,6,28.0,-15,-3.0,1025.0,0,3.13,0,0
564,656,2010,1,28,7,28.0,-15,-3.0,1026.0,0,8.05,0,0
565,657,2010,1,28,8,18.0,-16,-3.0,1027.0,0,12.97,0,0
566,658,2010,1,28,9,17.0,-17,-2.0,1028.0,0,20.12,0,0
567,659,2010,1,28,10,16.0,-18,-2.0,1029.0,0,25.93,0,0
568,660,2010,1,28,11,18.0,-19,-1.0,1028.0,0,35.76,0,0
569,661,2010,1,28,12,16.0,-21,1.0,1027.0,0,44.7,0,0
570,662,2010,1,28,13,12.0,-24,1.0,1026.0,0,53.64,0,0
571,663,2010,1,28,14,13.0,-25,1.0,1026.0,0,62.58,0,0
572,664,2010,1,28,15,23.0,-25,1.0,1026.0,0,72.41,0,0
573,665,2010,1,28,16,21.0,-24,1.0,1026.0,0,82.24,0,0
574,666,2010,1,28,17,13.0,-25,0.0,1026.0,0,91.18,0,0
575,667,2010,1,28,18,14.0,-22,0.0,1027.0,0,99.23,0,0
576,668,2010,1,28,19,23.0,-20,-1.0,1027.0,0,103.25,0,0
577,669,2010,1,28,20,16.0,-21,-1.0,1027.0,0,105.04,0,0
578,670,2010,1,28,21,25.0,-21,-4.0,1028.0,1,0.89,0,0
579,671,2010,1,28,22,20.0,-21,-2.0,1027.0,0,4.02,0,0
580,672,2010,1,28,23,25.0,-22,-2.0,1027.0,0,7.15,0,0
581,673,2010,1,29,0,19.0,-22,-1.0,1027.0,0,12.07,0,0
582,674,2010,1,29,1,24.0,-21,-4.0,1027.0,0,15.2,0,0
583,675,2010,1,29,2,25.0,-21,-4.0,1026.0,3,0.89,0,0
584,676,2010,1,29,3,20.0,-19,-8.0,1026.0,1,1.79,0,0
585,677,2010,1,29,4,24.0,-20,-7.0,1025.0,3,0.89,0,0
586,678,2010,1,29,5,17.0,-20,-8.0,1024.0,0,1.79,0,0
587,679,2010,1,29,6,10.0,-18,-10.0,1024.0,3,0.89,0,0
588,680,2010,1,29,7,11.0,-21,-2.0,1024.0,0,4.02,0,0
589,681,2010,1,29,8,16.0,-21,-1.0,1025.0,0,9.83,0,0
590,682,2010,1,29,9,20.0,-24,1.0,1025.0,0,17.88,0,0
591,683,2010,1,29,10,13.0,-25,2.0,1025.0,0,26.82,0,0
592,684,2010,1,29,11,12.0,-24,3.0,1024.0,0,33.97,0,0
593,685,2010,1,29,12,12.0,-25,4.0,1023.0,0,42.02,0,0
594,686,2010,1,29,13,12.0,-24,5.0,1022.0,0,50.07,0,0
595,687,2010,1,29,14,12.0,-25,6.0,1020.0,0,57.22,0,0
596,688,2010,1,29,15,31.0,-25,6.0,1020.0,0,65.27,0,0
597,689,2010,1,29,16,36.0,-23,6.0,1020.0,0,72.42,0,0
598,690,2010,1,29,17,42.0,-22,5.0,1020.0,0,78.23,0,0
599,691,2010,1,29,18,52.0,-21,5.0,1020.0,0,84.04,0,0
600,692,2010,1,29,19,26.0,-20,5.0,1020.0,0,89.85,0,0
601,693,2010,1,29,20,24.0,-20,3.0,1020.0,0,93.87,0,0
602,694,2010,1,29,21,25.0,-20,3.0,1020.0,0,97.89,0,0
603,695,2010,1,29,22,43.0,-19,3.0,1021.0,0,101.02,0,0
604,696,2010,1,29,23,47.0,-19,3.0,1020.0,0,105.94,0,0
605,697,2010,1,30,0,61.0,-18,0.0,1020.0,0,109.96,0,0
606,698,2010,1,30,1,66.0,-18,0.0,1020.0,0,114.88,0,0
607,699,2010,1,30,2,65.0,-15,-1.0,1020.0,3,1.79,0,0
608,700,2010,1,30,3,70.0,-15,-2.0,1020.0,0,0.89,0,0
609,701,2010,1,30,4,36.0,-16,-1.0,1020.0,0,4.02,0,0
610,702,2010,1,30,5,37.0,-16,-4.0,1019.0,0,8.94,0,0
611,703,2010,1,30,6,22.0,-15,-5.0,1020.0,3,0.89,0,0
612,704,2010,1,30,7,24.0,-16,-5.0,1020.0,0,3.13,0,0
613,705,2010,1,30,8,29.0,-15,-6.0,1021.0,3,0.89,0,0
614,706,2010,1,30,9,35.0,-15,0.0,1021.0,0,4.02,0,0
615,707,2010,1,30,10,35.0,-18,3.0,1021.0,0,8.04,0,0
616,708,2010,1,30,11,33.0,-21,5.0,1020.0,0,12.96,0,0
617,709,2010,1,30,12,32.0,-22,6.0,1020.0,0,18.77,0,0
618,710,2010,1,30,13,25.0,-22,7.0,1019.0,0,25.92,0,0
619,711,2010,1,30,14,16.0,-22,7.0,1018.0,0,35.75,0,0
620,712,2010,1,30,15,26.0,-23,7.0,1018.0,0,45.58,0,0
621,713,2010,1,30,16,32.0,-23,7.0,1017.0,0,52.73,0,0
622,714,2010,1,30,17,36.0,-22,6.0,1018.0,0,58.54,0,0
623,715,2010,1,30,18,37.0,-21,5.0,1018.0,0,64.35,0,0
624,716,2010,1,30,19,45.0,-21,5.0,1019.0,0,70.16,0,0
625,717,2010,1,30,20,71.0,-19,4.0,1019.0,0,74.18,0,0
626,718,2010,1,30,21,67.0,-19,5.0,1020.0,0,78.2,0,0
627,719,2010,1,30,22,69.0,-19,2.0,1020.0,0,81.33,0,0
628,720,2010,1,30,23,94.0,-18,2.0,1021.0,0,84.46,0,0
629,721,2010,1,31,0,85.0,-18,1.0,1021.0,0,87.59,0,0
630,722,2010,1,31,1,35.0,-18,1.0,1021.0,0,90.72,0,0
631,723,2010,1,31,2,26.0,-16,-3.0,1022.0,0,93.85,0,0
632,724,2010,1,31,3,24.0,-15,-2.0,1022.0,0,95.64,0,0
633,725,2010,1,31,4,20.0,-15,0.0,1022.0,0,99.66,0,0
634,726,2010,1,31,5,16.0,-17,1.0,1023.0,0,105.47,0,0
635,727,2010,1,31,6,18.0,-15,0.0,1023.0,0,109.49,0,0
636,728,2010,1,31,7,19.0,-18,0.0,1025.0,0,113.51,0,0
637,729,2010,1,31,8,22.0,-17,0.0,1025.0,0,116.64,0,0
638,730,2010,1,31,9,17.0,-17,2.0,1026.0,0,120.66,0,0
639,731,2010,1,31,10,18.0,-19,3.0,1026.0,0,129.6,0,0
640,732,2010,1,31,11,11.0,-19,4.0,1026.0,0,138.54,0,0
641,733,2010,1,31,12,11.0,-20,5.0,1025.0,0,145.69,0,0
642,734,2010,1,31,13,16.0,-17,5.0,1024.0,1,4.02,0,0
643,735,2010,1,31,14,18.0,-18,6.0,1024.0,1,7.15,0,0
644,736,2010,1,31,15,17.0,-18,6.0,1024.0,3,0.89,0,0
645,737,2010,1,31,16,19.0,-18,5.0,1024.0,2,1.79,0,0
646,738,2010,1,31,17,26.0,-17,4.0,1024.0,2,3.58,0,0
647,739,2010,1,31,18,24.0,-17,1.0,1024.0,1,1.79,0,0
648,740,2010,1,31,19,54.0,-15,-1.0,1025.0,1,2.68,0,0
649,741,2010,1,31,20,71.0,-13,-1.0,1025.0,3,0.89,0,0
650,742,2010,1,31,21,129.0,-8,-1.0,1026.0,2,5.81,0,0
651,743,2010,1,31,22,145.0,-7,-2.0,1027.0,2,10.73,0,0
652,744,2010,1,31,23,101.0,-7,-2.0,1027.0,2,13.86,0,0
653,745,2010,2,1,0,65.0,-8,-3.0,1027.0,2,15.65,0,0
654,746,2010,2,1,1,70.0,-9,-4.0,1027.0,1,0.89,0,0
655,747,2010,2,1,2,67.0,-9,-4.0,1027.0,1,1.78,0,0
656,748,2010,2,1,3,76.0,-9,-4.0,1027.0,3,0.89,0,0
657,749,2010,2,1,4,76.0,-9,-4.0,1026.0,2,0.89,0,0
658,750,2010,2,1,5,68.0,-9,-5.0,1027.0,3,0.89,0,0
659,751,2010,2,1,6,73.0,-10,-4.0,1027.0,2,0.89,0,0
660,752,2010,2,1,7,73.0,-10,-4.0,1027.0,3,0.89,0,0
661,753,2010,2,1,8,64.0,-10,-6.0,1028.0,1,0.89,0,0
662,754,2010,2,1,9,53.0,-9,-3.0,1028.0,2,1.79,0,0
663,755,2010,2,1,10,72.0,-9,-2.0,1028.0,3,0.89,0,0
664,756,2010,2,1,11,78.0,-9,-1.0,1028.0,2,1.79,0,0
665,757,2010,2,1,12,72.0,-10,0.0,1027.0,2,6.71,0,0
666,758,2010,2,1,13,56.0,-12,0.0,1026.0,2,10.73,0,0
667,759,2010,2,1,14,54.0,-14,1.0,1026.0,2,14.75,0,0
668,760,2010,2,1,15,40.0,-14,0.0,1025.0,2,16.54,0,0
669,761,2010,2,1,16,49.0,-12,0.0,1026.0,2,19.67,0,0
670,762,2010,2,1,17,63.0,-10,-1.0,1025.0,2,21.46,0,0
671,763,2010,2,1,18,66.0,-9,-2.0,1026.0,2,23.25,0,0
672,764,2010,2,1,19,64.0,-10,-2.0,1026.0,2,26.38,0,0
673,765,2010,2,1,20,63.0,-10,-4.0,1027.0,2,30.4,0,0
674,766,2010,2,1,21,65.0,-10,-5.0,1027.0,2,34.42,0,0
675,767,2010,2,1,22,64.0,-10,-5.0,1027.0,2,39.34,0,0
676,768,2010,2,1,23,64.0,-11,-7.0,1027.0,2,41.13,0,0
677,769,2010,2,2,0,62.0,-10,-7.0,1028.0,2,42.92,0,0
678,770,2010,2,2,1,56.0,-11,-8.0,1028.0,3,0.89,0,0
679,771,2010,2,2,2,87.0,-11,-9.0,1028.0,3,1.34,0,0
680,772,2010,2,2,3,72.0,-11,-10.0,1028.0,1,1.79,0,0
681,773,2010,2,2,4,104.0,-12,-10.0,1028.0,3,0.89,0,0
682,774,2010,2,2,5,97.0,-13,-11.0,1028.0,1,0.89,0,0
683,775,2010,2,2,6,96.0,-11,-9.0,1028.0,3,0.89,0,0
684,776,2010,2,2,7,86.0,-11,-8.0,1028.0,2,0.89,0,0
685,777,2010,2,2,8,85.0,-10,-7.0,1029.0,0,1.79,0,0
686,778,2010,2,2,9,92.0,-14,-6.0,1029.0,1,4.92,0,0
687,779,2010,2,2,10,55.0,-18,-5.0,1029.0,1,10.73,0,0
688,780,2010,2,2,11,36.0,-20,-3.0,1029.0,1,14.75,0,0
689,781,2010,2,2,12,27.0,-20,-2.0,1028.0,1,16.54,0,0
690,782,2010,2,2,13,25.0,-20,-1.0,1028.0,1,18.33,0,0
691,783,2010,2,2,14,28.0,-20,0.0,1027.0,3,1.79,0,0
692,784,2010,2,2,15,32.0,-22,0.0,1027.0,3,2.68,0,0
693,785,2010,2,2,16,35.0,-22,1.0,1027.0,3,3.57,0,0
694,786,2010,2,2,17,43.0,-19,-2.0,1027.0,1,1.79,0,0
695,787,2010,2,2,18,70.0,-20,-4.0,1028.0,0,3.13,0,0
696,788,2010,2,2,19,83.0,-21,-3.0,1029.0,0,4.02,0,0
697,789,2010,2,2,20,66.0,-19,-6.0,1029.0,3,0.89,0,0
